Etape;p2;m2
75606;171;215
75607;171;215
75608;171;215
75609;171;215
75610;171;215
75611;171;215
75612;171;215
75613;171;215
75614;171;215
75615;171;215
75616;171;215
75617;171;215
75618;171;215
75619;171;215
75620;171;215
75621;171;215
75622;171;215
75623;171;215
75624;171;215
75625;171;215
75626;171;215
75627;171;215
75628;171;215
75629;171;215
75630;171;215
75631;171;215
75632;171;215
75633;171;215
75634;171;215
75635;171;215
75636;171;215
75637;171;215
75638;171;215
75639;171;215
75640;171;215
75641;171;215
75642;171;215
75643;171;215
75644;171;215
75645;171;215
75646;171;215
75647;171;215
75648;171;215
75649;171;215
75650;171;215
75651;171;215
75652;171;215
75653;171;215
75654;171;215
75655;171;215
75656;171;215
75657;171;215
75658;171;215
75659;171;215
75660;171;215
75661;171;215
75662;171;215
75663;171;215
75664;171;215
75665;171;215
75666;171;215
75667;171;215
75668;171;215
75669;171;215
75670;171;215
75671;171;215
75672;171;215
75673;171;215
75674;171;215
75675;171;215
75676;171;215
75677;171;215
75678;171;215
75679;171;215
75680;171;215
75681;171;215
75682;171;215
75683;171;215
75684;171;215
75685;171;215
75686;171;215
75687;171;215
75688;171;215
75689;171;215
75690;171;215
75691;171;215
75692;171;215
75693;171;215
75694;171;215
75695;171;215
75696;171;215
75697;171;215
75698;171;215
75699;171;215
75700;171;215
75701;171;215
75702;171;215
75703;171;215
75704;171;215
75705;171;215
75706;171;215
75707;171;215
75708;171;215
75709;171;215
75710;171;215
75711;171;215
75712;171;215
75713;171;215
75714;171;215
75715;171;215
75716;171;215
75717;171;215
75718;171;215
75719;171;215
75720;171;215
75721;171;215
75722;171;215
75723;171;215
75724;171;215
75725;171;215
75726;171;215
75727;171;215
75728;171;215
75729;171;215
75730;171;215
75731;171;215
75732;171;215
75733;171;215
75734;171;215
75735;171;215
75736;171;215
75737;171;215
75738;171;215
75739;171;215
75740;171;215
75741;171;215
75742;171;215
75743;171;215
75744;171;215
75745;171;215
75746;171;215
75747;171;215
75748;171;215
75749;171;215
75750;171;215
75751;171;215
75752;171;215
75753;171;215
75754;171;215
75755;171;215
75756;171;215
75757;171;215
75758;171;215
75759;171;215
75760;171;215
75761;171;215
75762;171;215
75763;171;215
75764;171;215
75765;171;215
75766;171;215
75767;171;215
75768;171;215
75769;171;215
75770;171;215
75771;171;214
75772;171;214
75773;171;214
75774;171;214
75775;171;214
75776;171;214
75777;171;214
75778;171;214
75779;171;214
75780;171;214
75781;171;214
75782;171;214
75783;171;214
75784;171;214
75785;171;214
75786;171;214
75787;171;214
75788;171;214
75789;171;214
75790;171;214
75791;171;214
75792;171;214
75793;171;214
75794;171;214
75795;171;214
75796;171;214
75797;171;214
75798;171;214
75799;171;214
75800;171;214
75801;171;214
75802;171;214
75803;171;214
75804;171;214
75805;171;214
75806;171;214
75807;171;214
75808;171;214
75809;171;214
75810;171;214
75811;171;214
75812;170;214
75813;170;214
75814;170;214
75815;170;214
75816;170;214
75817;170;214
75818;170;214
75819;170;214
75820;170;214
75821;170;214
75822;170;214
75823;170;214
75824;170;214
75825;170;214
75826;170;214
75827;170;214
75828;170;214
75829;170;214
75830;170;214
75831;170;214
75832;170;214
75833;170;214
75834;170;214
75835;170;214
75836;170;214
75837;170;214
75838;170;214
75839;170;214
75840;170;214
75841;170;214
75842;170;214
75843;170;214
75844;170;214
75845;170;214
75846;170;214
75847;170;214
75848;170;214
75849;170;214
75850;170;214
75851;170;214
75852;170;214
75853;170;214
75854;170;214
75855;170;214
75856;170;214
75857;170;214
75858;170;214
75859;170;214
75860;170;214
75861;170;214
75862;170;214
75863;170;214
75864;170;214
75865;170;214
75866;170;214
75867;170;214
75868;170;214
75869;170;214
75870;170;214
75871;170;214
75872;170;214
75873;170;214
75874;170;214
75875;170;214
75876;170;214
75877;170;214
75878;170;214
75879;170;214
75880;170;214
75881;170;213
75882;170;213
75883;170;213
75884;170;213
75885;170;213
75886;170;213
75887;170;213
75888;170;213
75889;170;213
75890;170;213
75891;170;213
75892;170;213
75893;170;213
75894;170;213
75895;170;213
75896;170;213
75897;170;213
75898;170;213
75899;170;213
75900;170;213
75901;170;213
75902;170;213
75903;170;213
75904;170;213
75905;170;213
75906;170;213
75907;170;213
75908;170;213
75909;170;213
75910;170;213
75911;170;213
75912;170;213
75913;170;213
75914;170;213
75915;170;213
75916;170;213
75917;170;213
75918;170;213
75919;170;213
75920;170;213
75921;170;213
75922;170;213
75923;170;213
75924;170;213
75925;170;213
75926;170;213
75927;170;213
75928;170;213
75929;170;213
75930;170;213
75931;170;213
75932;170;213
75933;170;213
75934;170;213
75935;170;213
75936;170;213
75937;170;213
75938;170;213
75939;170;213
75940;170;213
75941;170;213
75942;170;213
75943;170;213
75944;170;213
75945;170;213
75946;170;213
75947;170;213
75948;170;213
75949;170;213
75950;170;213
75951;170;213
75952;170;213
75953;170;213
75954;170;213
75955;170;213
75956;170;213
75957;170;214
75958;170;214
75959;171;214
75960;171;214
75961;171;214
75962;171;214
75963;171;214
75964;171;214
75965;171;214
75966;171;214
75967;171;214
75968;171;214
75969;171;214
75970;171;214
75971;171;214
75972;171;214
75973;171;214
75974;171;214
75975;171;214
75976;171;214
75977;171;214
75978;171;214
75979;171;214
75980;171;214
75981;171;214
75982;171;214
75983;171;214
75984;171;214
75985;171;214
75986;171;214
75987;171;214
75988;171;214
75989;171;214
75990;171;214
75991;171;214
75992;171;214
75993;171;214
75994;171;214
75995;171;214
75996;171;214
75997;171;214
75998;171;214
75999;171;215
76000;171;215
76001;171;215
76002;171;215
76003;171;215
76004;171;215
76005;171;215
76006;171;215
76007;171;215
76008;171;215
76009;171;215
76010;171;215
76011;171;215
76012;171;215
76013;171;215
76014;171;214
76015;171;214
76016;171;214
76017;171;214
76018;171;214
76019;171;214
76020;171;214
76021;171;214
76022;171;214
76023;171;214
76024;171;214
76025;171;214
76026;171;214
76027;171;214
76028;171;214
76029;171;214
76030;171;214
76031;171;214
76032;171;214
76033;171;214
76034;171;214
76035;171;214
76036;171;214
76037;171;214
76038;171;214
76039;171;214
76040;171;214
76041;171;214
76042;171;214
76043;171;214
76044;171;214
76045;171;214
76046;171;214
76047;171;214
76048;171;214
76049;171;214
76050;171;214
76051;171;214
76052;171;214
76053;171;214
76054;171;214
76055;171;214
76056;171;214
76057;171;214
76058;171;214
76059;171;214
76060;171;214
76061;171;214
76062;171;214
76063;171;214
76064;171;214
76065;171;214
76066;171;214
76067;171;214
76068;171;214
76069;171;214
76070;171;214
76071;171;214
76072;171;214
76073;171;214
76074;171;214
76075;171;214
76076;171;214
76077;171;214
76078;171;214
76079;171;214
76080;171;214
76081;171;214
76082;171;214
76083;171;214
76084;171;214
76085;171;214
76086;171;214
76087;171;214
76088;171;214
76089;171;214
76090;171;214
76091;171;214
76092;171;214
76093;171;214
76094;171;214
76095;171;214
76096;171;214
76097;171;214
76098;171;214
76099;171;214
76100;171;214
76101;171;214
76102;171;214
76103;171;214
76104;171;214
76105;171;214
76106;171;214
76107;171;214
76108;171;214
76109;171;214
76110;171;214
76111;171;214
76112;171;214
76113;171;214
76114;171;214
76115;171;214
76116;171;214
76117;171;214
76118;171;213
76119;171;213
76120;171;213
76121;171;213
76122;171;213
76123;171;213
76124;171;213
76125;171;213
76126;171;213
76127;171;214
76128;171;214
76129;171;214
76130;171;214
76131;171;214
76132;171;214
76133;171;214
76134;171;214
76135;171;214
76136;171;214
76137;171;214
76138;171;214
76139;171;214
76140;171;214
76141;171;214
76142;171;214
76143;171;214
76144;171;214
76145;171;214
76146;171;214
76147;171;214
76148;171;214
76149;171;214
76150;171;214
76151;171;214
76152;171;214
76153;171;214
76154;171;214
76155;171;214
76156;171;213
76157;171;213
76158;171;213
76159;171;213
76160;171;213
76161;171;213
76162;171;213
76163;171;213
76164;171;213
76165;171;213
76166;171;213
76167;171;213
76168;171;213
76169;171;213
76170;171;213
76171;171;213
76172;171;213
76173;171;213
76174;171;213
76175;171;213
76176;171;213
76177;171;213
76178;171;213
76179;171;213
76180;171;213
76181;171;213
76182;171;214
76183;171;214
76184;171;214
76185;171;214
76186;171;214
76187;171;214
76188;171;214
76189;171;214
76190;171;214
76191;171;214
76192;171;214
76193;171;214
76194;171;214
76195;171;214
76196;171;214
76197;171;214
76198;171;214
76199;171;214
76200;171;214
76201;171;214
76202;171;214
76203;171;214
76204;171;214
76205;171;214
76206;171;215
76207;171;215
76208;171;215
76209;171;215
76210;171;215
76211;171;215
76212;171;215
76213;171;215
76214;171;215
76215;171;215
76216;171;215
76217;171;215
76218;171;215
76219;171;215
76220;171;215
76221;171;215
76222;171;215
76223;171;215
76224;171;215
76225;171;215
76226;171;215
76227;171;215
76228;171;215
76229;171;215
76230;171;215
76231;171;215
76232;171;215
76233;171;215
76234;171;215
76235;171;215
76236;171;215
76237;171;215
76238;171;215
76239;171;215
76240;171;215
76241;171;215
76242;171;215
76243;171;215
76244;171;215
76245;171;215
76246;171;215
76247;171;215
76248;171;215
76249;171;215
76250;171;215
76251;171;215
76252;171;215
76253;171;215
76254;171;215
76255;171;215
76256;171;215
76257;171;215
76258;171;215
76259;171;215
76260;171;215
76261;171;215
76262;171;215
76263;171;215
76264;171;215
76265;171;215
76266;171;215
76267;171;215
76268;171;215
76269;171;215
76270;171;215
76271;171;215
76272;171;215
76273;171;215
76274;171;215
76275;171;215
76276;171;215
76277;171;215
76278;171;215
76279;170;215
76280;170;215
76281;170;215
76282;170;215
76283;170;215
76284;170;215
76285;170;215
76286;170;215
76287;170;215
76288;170;215
76289;170;215
76290;170;215
76291;170;215
76292;170;215
76293;170;215
76294;170;215
76295;170;215
76296;170;215
76297;170;215
76298;170;215
76299;170;215
76300;170;215
76301;170;215
76302;170;214
76303;170;214
76304;170;214
76305;170;214
76306;170;214
76307;170;214
76308;170;214
76309;170;214
76310;170;214
76311;170;214
76312;170;214
76313;170;214
76314;170;214
76315;170;214
76316;170;214
76317;170;214
76318;170;214
76319;170;214
76320;170;214
76321;170;214
76322;170;214
76323;170;214
76324;170;214
76325;170;214
76326;170;214
76327;170;214
76328;170;214
76329;170;214
76330;170;214
76331;170;214
76332;170;214
76333;170;214
76334;170;214
76335;170;214
76336;170;214
76337;170;214
76338;170;214
76339;170;214
76340;170;214
76341;170;214
76342;170;214
76343;170;214
76344;170;214
76345;170;214
76346;170;214
76347;170;214
76348;170;214
76349;170;214
76350;170;214
76351;170;214
76352;170;214
76353;170;214
76354;170;214
76355;170;214
76356;170;214
76357;170;214
76358;170;214
76359;170;214
76360;170;214
76361;170;214
76362;170;214
76363;170;214
76364;170;214
76365;170;214
76366;170;214
76367;170;214
76368;170;214
76369;170;214
76370;170;214
76371;170;214
76372;170;214
76373;170;214
76374;170;214
76375;170;214
76376;170;214
76377;170;214
76378;170;214
76379;170;214
76380;170;214
76381;170;214
76382;170;214
76383;170;214
76384;170;214
76385;170;214
76386;170;214
76387;170;214
76388;170;214
76389;170;214
76390;170;214
76391;170;214
76392;170;214
76393;170;214
76394;170;214
76395;170;214
76396;170;214
76397;170;214
76398;170;214
76399;170;214
76400;170;214
76401;170;214
76402;170;214
76403;170;214
76404;170;214
76405;170;214
76406;170;214
76407;170;214
76408;170;214
76409;170;214
76410;170;214
76411;170;214
76412;170;214
76413;170;214
76414;170;214
76415;170;214
76416;170;214
76417;170;214
76418;170;214
76419;170;214
76420;170;214
76421;170;214
76422;170;214
76423;170;214
76424;170;214
76425;170;214
76426;170;214
76427;170;214
76428;170;214
76429;170;214
76430;170;214
76431;170;214
76432;170;214
76433;170;214
76434;170;214
76435;170;214
76436;170;214
76437;170;214
76438;170;214
76439;170;214
76440;170;214
76441;170;214
76442;170;214
76443;170;214
76444;170;214
76445;170;214
76446;170;214
76447;170;214
76448;170;214
76449;170;214
76450;170;214
76451;170;214
76452;170;214
76453;170;214
76454;170;214
76455;170;214
76456;170;214
76457;170;214
76458;170;214
76459;170;214
76460;170;214
76461;170;214
76462;170;214
76463;170;214
76464;170;214
76465;170;214
76466;170;214
76467;170;214
76468;170;214
76469;170;214
76470;170;214
76471;170;214
76472;170;214
76473;170;214
76474;170;214
76475;170;214
76476;170;214
76477;170;214
76478;170;214
76479;170;214
76480;170;214
76481;170;214
76482;170;214
76483;170;214
76484;170;214
76485;170;214
76486;170;214
76487;170;214
76488;170;214
76489;170;214
76490;170;214
76491;170;214
76492;170;214
76493;170;214
76494;170;214
76495;170;214
76496;170;214
76497;170;214
76498;170;214
76499;170;214
76500;170;214
76501;170;214
76502;170;214
76503;170;214
76504;170;214
76505;170;214
76506;170;214
76507;170;214
76508;170;214
76509;170;214
76510;170;214
76511;170;214
76512;170;214
76513;170;214
76514;170;214
76515;170;214
76516;170;214
76517;170;214
76518;170;214
76519;170;214
76520;170;214
76521;170;214
76522;170;214
76523;170;214
76524;170;214
76525;170;214
76526;170;214
76527;170;214
76528;170;214
76529;170;214
76530;170;214
76531;170;214
76532;170;214
76533;170;214
76534;170;214
76535;170;214
76536;170;214
76537;170;214
76538;170;214
76539;170;214
76540;170;214
76541;170;214
76542;170;214
76543;170;214
76544;170;214
76545;170;214
76546;170;214
76547;170;214
76548;170;214
76549;170;214
76550;170;214
76551;170;214
76552;170;214
76553;170;214
76554;170;214
76555;170;214
76556;170;214
76557;170;214
76558;170;214
76559;170;214
76560;170;214
76561;170;214
76562;170;214
76563;170;214
76564;170;214
76565;170;214
76566;170;214
76567;170;214
76568;170;214
76569;170;214
76570;170;214
76571;170;214
76572;170;214
76573;170;214
76574;170;214
76575;170;214
76576;170;214
76577;170;214
76578;170;214
76579;170;214
76580;170;214
76581;170;214
76582;170;214
76583;170;214
76584;170;214
76585;170;214
76586;170;214
76587;170;214
76588;170;214
76589;170;214
76590;170;214
76591;170;214
76592;170;214
76593;170;214
76594;170;214
76595;170;214
76596;170;214
76597;170;214
76598;170;214
76599;170;214
76600;170;214
76601;170;214
76602;170;214
76603;170;214
76604;170;214
76605;170;214
76606;170;214
76607;170;214
76608;170;214
76609;170;214
76610;170;214
76611;170;214
76612;170;214
76613;170;214
76614;170;213
76615;170;213
76616;170;213
76617;170;213
76618;170;212
76619;170;212
76620;170;212
76621;170;212
76622;170;212
76623;170;212
76624;170;212
76625;170;212
76626;170;212
76627;170;212
76628;170;212
76629;170;212
76630;170;212
76631;170;212
76632;170;212
76633;170;212
76634;170;212
76635;170;212
76636;170;212
76637;170;212
76638;170;212
76639;170;212
76640;170;212
76641;170;212
76642;170;212
76643;170;212
76644;170;212
76645;170;212
76646;170;212
76647;170;212
76648;170;212
76649;170;212
76650;170;212
76651;170;212
76652;170;212
76653;170;212
76654;170;212
76655;170;212
76656;170;212
76657;170;212
76658;170;212
76659;170;212
76660;170;212
76661;170;212
76662;170;212
76663;170;212
76664;170;212
76665;170;212
76666;170;212
76667;170;212
76668;170;212
76669;170;212
76670;170;212
76671;170;212
76672;170;212
76673;169;211
76674;169;211
76675;169;211
76676;169;211
76677;169;211
76678;169;211
76679;169;211
76680;169;211
76681;169;211
76682;169;211
76683;169;211
76684;169;211
76685;169;211
76686;169;211
76687;169;211
76688;169;211
76689;169;211
76690;169;211
76691;169;211
76692;169;211
76693;169;211
76694;169;211
76695;169;211
76696;169;211
76697;169;211
76698;169;211
76699;169;211
76700;169;211
76701;169;211
76702;169;211
76703;169;211
76704;169;211
76705;169;211
76706;169;211
76707;169;211
76708;169;211
76709;169;211
76710;169;211
76711;169;211
76712;169;211
76713;169;211
76714;169;211
76715;169;211
76716;169;211
76717;168;211
76718;168;211
76719;168;211
76720;168;211
76721;168;211
76722;168;211
76723;168;211
76724;168;211
76725;168;211
76726;168;211
76727;168;211
76728;168;211
76729;168;211
76730;168;211
76731;168;211
76732;168;211
76733;168;211
76734;168;211
76735;168;211
76736;168;211
76737;168;211
76738;168;211
76739;168;210
76740;168;210
76741;168;210
76742;168;210
76743;168;210
76744;168;210
76745;168;210
76746;168;210
76747;168;210
76748;168;210
76749;168;210
76750;168;210
76751;168;210
76752;168;210
76753;168;210
76754;168;210
76755;168;210
76756;168;210
76757;168;210
76758;168;210
76759;168;210
76760;168;210
76761;168;210
76762;168;210
76763;168;210
76764;168;210
76765;168;210
76766;168;210
76767;168;210
76768;168;210
76769;168;210
76770;168;210
76771;168;210
76772;168;210
76773;168;210
76774;168;210
76775;168;210
76776;168;210
76777;168;210
76778;168;209
76779;168;209
76780;168;209
76781;168;209
76782;168;209
76783;168;209
76784;168;209
76785;168;209
76786;168;209
76787;168;209
76788;168;209
76789;168;209
76790;168;209
76791;168;209
76792;168;209
76793;168;208
76794;168;208
76795;168;208
76796;168;208
76797;168;208
76798;168;208
76799;168;208
76800;168;208
76801;168;208
76802;168;208
76803;168;208
76804;168;208
76805;168;208
76806;168;208
76807;168;208
76808;168;208
76809;168;208
76810;168;208
76811;168;208
76812;168;208
76813;168;208
76814;168;208
76815;168;208
76816;168;208
76817;168;208
76818;168;208
76819;168;208
76820;168;208
76821;168;208
76822;168;208
76823;168;208
76824;168;208
76825;168;208
76826;168;208
76827;168;208
76828;168;208
76829;168;208
76830;168;208
76831;168;208
76832;168;208
76833;168;208
76834;168;208
76835;168;208
76836;168;208
76837;168;208
76838;168;208
76839;168;208
76840;168;208
76841;168;208
76842;168;208
76843;168;208
76844;168;208
76845;168;208
76846;168;208
76847;168;208
76848;168;208
76849;168;208
76850;168;208
76851;168;208
76852;168;208
76853;168;208
76854;168;208
76855;168;208
76856;168;208
76857;168;208
76858;168;208
76859;168;208
76860;168;207
76861;168;207
76862;168;207
76863;168;207
76864;168;207
76865;168;207
76866;168;207
76867;168;207
76868;168;207
76869;168;207
76870;168;207
76871;168;207
76872;168;207
76873;168;207
76874;168;207
76875;168;207
76876;168;207
76877;168;206
76878;168;206
76879;169;206
76880;169;206
76881;169;206
76882;169;206
76883;169;206
76884;169;206
76885;169;206
76886;169;206
76887;169;206
76888;169;206
76889;169;206
76890;169;206
76891;169;206
76892;169;206
76893;169;206
76894;169;206
76895;169;206
76896;169;206
76897;169;206
76898;169;206
76899;169;206
76900;169;206
76901;169;206
76902;169;206
76903;169;206
76904;169;206
76905;169;206
76906;169;206
76907;169;206
76908;169;206
76909;169;206
76910;169;206
76911;169;206
76912;169;206
76913;169;206
76914;169;206
76915;169;206
76916;169;206
76917;169;206
76918;169;206
76919;169;206
76920;169;206
76921;169;206
76922;169;206
76923;169;206
76924;169;206
76925;169;205
76926;169;205
76927;169;205
76928;169;205
76929;169;205
76930;169;205
76931;169;205
76932;169;205
76933;169;205
76934;169;205
76935;169;205
76936;169;205
76937;169;205
76938;169;205
76939;169;205
76940;169;205
76941;169;205
76942;169;205
76943;169;205
76944;169;205
76945;169;206
76946;169;206
76947;169;206
76948;169;206
76949;169;206
76950;169;206
76951;169;206
76952;169;206
76953;169;206
76954;169;206
76955;169;206
76956;169;206
76957;169;206
76958;169;206
76959;169;206
76960;169;206
76961;169;206
76962;169;206
76963;169;206
76964;169;206
76965;169;206
76966;169;206
76967;169;206
76968;169;206
76969;169;206
76970;169;206
76971;169;206
76972;169;206
76973;169;206
76974;169;206
76975;169;206
76976;169;206
76977;169;206
76978;169;206
76979;169;206
76980;169;206
76981;169;206
76982;169;206
76983;169;206
76984;169;206
76985;169;206
76986;169;206
76987;169;206
76988;169;206
76989;169;206
76990;169;206
76991;169;206
76992;169;206
76993;169;206
76994;169;206
76995;169;206
76996;169;206
76997;169;206
76998;169;205
76999;169;205
77000;169;205
77001;169;205
77002;169;205
77003;169;205
77004;169;205
77005;169;205
77006;169;205
77007;169;205
77008;169;205
77009;169;205
77010;169;205
77011;169;205
77012;169;205
77013;169;205
77014;169;205
77015;169;205
77016;169;205
77017;169;205
77018;169;205
77019;169;205
77020;169;205
77021;169;205
77022;169;205
77023;169;205
77024;169;205
77025;169;205
77026;169;205
77027;169;204
77028;169;204
77029;169;204
77030;169;204
77031;169;204
77032;169;204
77033;169;204
77034;169;204
77035;169;204
77036;169;204
77037;169;204
77038;169;204
77039;169;204
77040;169;204
77041;169;204
77042;169;204
77043;169;204
77044;169;204
77045;169;203
77046;169;203
77047;169;203
77048;169;203
77049;169;203
77050;169;203
77051;169;203
77052;169;203
77053;169;203
77054;169;203
77055;169;203
77056;169;203
77057;169;203
77058;169;203
77059;169;203
77060;169;203
77061;169;203
77062;169;203
77063;169;203
77064;169;203
77065;169;203
77066;169;203
77067;169;203
77068;169;203
77069;169;203
77070;169;203
77071;169;203
77072;169;203
77073;169;203
77074;169;203
77075;169;203
77076;169;203
77077;169;203
77078;169;203
77079;169;203
77080;169;203
77081;169;203
77082;169;203
77083;169;203
77084;169;203
77085;169;203
77086;169;203
77087;169;203
77088;169;203
77089;169;203
77090;169;203
77091;169;203
77092;169;203
77093;169;203
77094;169;203
77095;169;203
77096;169;203
77097;169;203
77098;169;203
77099;169;203
77100;169;203
77101;169;203
77102;169;203
77103;169;203
77104;169;203
77105;169;203
77106;169;203
77107;169;203
77108;169;203
77109;169;203
77110;169;203
77111;169;203
77112;169;203
77113;169;202
77114;169;202
77115;169;202
77116;169;202
77117;169;202
77118;169;202
77119;169;202
77120;169;201
77121;169;201
77122;169;201
77123;169;201
77124;169;201
77125;169;201
77126;169;201
77127;169;201
77128;169;201
77129;169;201
77130;169;201
77131;169;201
77132;169;201
77133;169;201
77134;169;201
77135;169;201
77136;169;201
77137;169;201
77138;169;201
77139;169;201
77140;169;201
77141;169;201
77142;169;201
77143;169;201
77144;169;201
77145;169;201
77146;169;201
77147;169;201
77148;169;201
77149;169;201
77150;169;201
77151;169;201
77152;169;201
77153;169;201
77154;169;201
77155;169;201
77156;169;201
77157;169;201
77158;169;201
77159;169;201
77160;169;201
77161;169;201
77162;169;201
77163;169;201
77164;169;201
77165;169;201
77166;169;200
77167;169;200
77168;169;200
77169;169;200
77170;169;200
77171;169;200
77172;169;200
77173;169;200
77174;169;200
77175;169;200
77176;169;199
77177;169;199
77178;169;199
77179;169;199
77180;169;199
77181;169;199
77182;169;199
77183;169;199
77184;169;199
77185;169;199
77186;169;199
77187;169;199
77188;169;198
77189;169;198
77190;169;198
77191;169;198
77192;169;198
77193;169;198
77194;169;198
77195;169;198
77196;169;198
77197;169;198
77198;169;198
77199;169;198
77200;169;198
77201;169;198
77202;169;198
77203;169;198
77204;169;198
77205;169;198
77206;169;198
77207;169;198
77208;169;198
77209;169;198
77210;169;198
77211;169;198
77212;169;198
77213;169;198
77214;169;198
77215;169;198
77216;169;198
77217;169;198
77218;169;198
77219;169;198
77220;169;198
77221;169;198
77222;169;198
77223;169;198
77224;169;198
77225;169;198
77226;169;198
77227;169;197
77228;169;197
77229;169;197
77230;169;197
77231;169;197
77232;169;197
77233;169;197
77234;169;197
77235;169;197
77236;169;197
77237;169;197
77238;169;197
77239;169;197
77240;169;197
77241;169;197
77242;169;197
77243;169;197
77244;169;197
77245;169;197
77246;169;197
77247;169;197
77248;169;197
77249;169;197
77250;169;197
77251;169;197
77252;169;197
77253;169;197
77254;169;197
77255;169;197
77256;169;197
77257;169;197
77258;169;197
77259;169;197
77260;169;197
77261;169;197
77262;169;197
77263;169;197
77264;169;197
77265;169;197
77266;169;197
77267;169;197
77268;169;197
77269;169;197
77270;169;197
77271;169;196
77272;169;196
77273;169;196
77274;169;196
77275;169;196
77276;169;196
77277;169;196
77278;169;196
77279;168;196
77280;168;196
77281;168;196
77282;168;196
77283;168;196
77284;168;196
77285;168;196
77286;168;196
77287;168;196
77288;168;196
77289;168;196
77290;168;196
77291;168;196
77292;168;196
77293;168;196
77294;168;196
77295;168;196
77296;168;196
77297;168;196
77298;168;196
77299;168;196
77300;168;196
77301;168;196
77302;168;196
77303;168;196
77304;168;196
77305;168;196
77306;168;196
77307;168;196
77308;168;196
77309;168;196
77310;168;196
77311;168;196
77312;168;196
77313;168;196
77314;168;196
77315;168;196
77316;168;196
77317;168;196
77318;168;196
77319;168;196
77320;168;196
77321;168;196
77322;168;196
77323;168;196
77324;168;196
77325;168;196
77326;168;196
77327;168;196
77328;168;196
77329;168;196
77330;168;196
77331;168;196
77332;168;196
77333;168;196
77334;168;196
77335;168;195
77336;168;195
77337;168;195
77338;168;195
77339;168;195
77340;168;195
77341;168;195
77342;168;195
77343;168;195
77344;168;195
77345;168;195
77346;168;195
77347;168;195
77348;168;195
77349;168;195
77350;168;195
77351;168;195
77352;168;195
77353;168;195
77354;168;195
77355;168;195
77356;168;195
77357;168;195
77358;168;195
77359;168;195
77360;168;195
77361;167;195
77362;167;195
77363;167;195
77364;167;195
77365;167;195
77366;167;195
77367;167;195
77368;167;195
77369;167;195
77370;167;195
77371;167;195
77372;167;195
77373;167;195
77374;168;195
77375;168;195
77376;168;195
77377;168;195
77378;168;195
77379;168;195
77380;168;195
77381;168;195
77382;168;195
77383;168;195
77384;168;195
77385;168;195
77386;168;195
77387;168;195
77388;168;195
77389;168;195
77390;168;195
77391;168;195
77392;168;195
77393;168;195
77394;168;195
77395;168;195
77396;168;195
77397;168;195
77398;168;195
77399;168;195
77400;168;195
77401;168;195
77402;168;195
77403;168;195
77404;168;195
77405;168;195
77406;168;195
77407;168;195
77408;168;195
77409;168;195
77410;168;195
77411;168;195
77412;168;195
77413;168;195
77414;168;195
77415;168;195
77416;168;195
77417;168;195
77418;168;195
77419;168;195
77420;168;195
77421;168;195
77422;168;195
77423;168;195
77424;168;195
77425;168;195
77426;168;195
77427;168;195
77428;168;195
77429;168;195
77430;168;195
77431;168;195
77432;168;195
77433;168;195
77434;168;195
77435;168;195
77436;168;195
77437;168;195
77438;168;195
77439;168;195
77440;168;195
77441;168;195
77442;168;195
77443;168;195
77444;168;195
77445;168;195
77446;168;195
77447;168;195
77448;168;195
77449;168;195
77450;168;195
77451;168;195
77452;168;195
77453;168;195
77454;168;195
77455;168;195
77456;168;195
77457;168;195
77458;168;195
77459;168;195
77460;168;195
77461;168;195
77462;168;195
77463;168;195
77464;168;195
77465;168;195
77466;168;195
77467;168;195
77468;168;195
77469;168;195
77470;168;195
77471;168;195
77472;168;195
77473;168;195
77474;168;195
77475;168;195
77476;168;194
77477;168;194
77478;168;194
77479;168;194
77480;168;194
77481;168;194
77482;168;194
77483;168;194
77484;168;194
77485;168;194
77486;168;194
77487;168;194
77488;168;194
77489;168;194
77490;168;194
77491;168;194
77492;168;194
77493;168;194
77494;168;194
77495;168;194
77496;168;194
77497;168;194
77498;168;194
77499;168;194
77500;168;194
77501;168;194
77502;168;194
77503;168;194
77504;168;194
77505;168;194
77506;168;194
77507;168;194
77508;168;194
77509;168;194
77510;168;194
77511;168;194
77512;168;194
77513;168;194
77514;168;194
77515;168;194
77516;168;194
77517;168;194
77518;168;194
77519;168;194
77520;167;194
77521;167;194
77522;167;194
77523;167;194
77524;167;194
77525;167;194
77526;167;194
77527;167;194
77528;167;194
77529;167;194
77530;167;194
77531;167;194
77532;167;194
77533;167;194
77534;167;194
77535;167;194
77536;167;194
77537;167;194
77538;167;194
77539;167;194
77540;167;194
77541;167;194
77542;167;194
77543;167;193
77544;167;193
77545;167;193
77546;167;193
77547;167;193
77548;167;193
77549;167;193
77550;167;193
77551;167;193
77552;167;193
77553;167;193
77554;167;193
77555;167;193
77556;167;193
77557;167;193
77558;167;193
77559;167;193
77560;167;193
77561;167;193
77562;167;193
77563;167;193
77564;167;193
77565;167;193
77566;167;193
77567;167;193
77568;167;193
77569;167;193
77570;167;193
77571;167;193
77572;167;193
77573;167;193
77574;167;193
77575;167;193
77576;167;192
77577;167;192
77578;167;192
77579;167;192
77580;167;192
77581;167;192
77582;167;192
77583;167;192
77584;167;192
77585;167;192
77586;167;192
77587;167;192
77588;167;192
77589;167;192
77590;167;192
77591;167;192
77592;167;192
77593;166;192
77594;166;192
77595;166;192
77596;166;192
77597;166;192
77598;166;192
77599;166;192
77600;166;192
77601;166;192
77602;166;192
77603;166;192
